56558.140625,0.000000,0.000000
56558.140625,0.000292,-167.440643
56558.140625,0.000846,-484.848480
56558.140625,0.001400,-802.256348
56558.140625,0.001692,-969.696960
56558.140625,0.001985,-1137.137573
56558.140625,0.002539,-1454.545410
56558.140625,0.003093,-1771.953247
56558.140625,0.003385,-1939.393921
56558.140625,0.003677,-2106.834473
56558.140625,0.004231,-2424.242432
56558.140625,0.004785,-2741.650146
56558.140625,0.005077,-2909.090820
56558.140625,0.005370,-3076.531494
56558.140625,0.005924,-3393.939453
56558.140625,0.006477,-3711.347168
56558.140625,0.006770,-3878.787842
56558.140625,0.007062,-4046.228516
56558.140625,0.007616,-4363.636230
56558.140625,0.008170,-4681.044434
56558.140625,0.008462,-4848.484863
56558.140625,0.008755,-5015.925293
56558.140625,0.009309,-5333.333496
56558.140625,0.009863,-5650.741211
56558.140625,0.010155,-5818.181641
56558.140625,0.010447,-5985.622559
56558.140625,0.011001,-6303.030273
56558.140625,0.011555,-6620.437988
56558.140625,0.011847,-6787.878906
56558.140625,0.012139,-6955.319336
56558.140625,0.012693,-7272.727051
56558.140625,0.013247,-7590.135254
56558.140625,0.013540,-7757.575684
56558.140625,0.013832,-7925.016602
56558.140625,0.014386,-8242.423828
56558.140625,0.014940,-8559.832031
56558.140625,0.015232,-8727.272461
56558.140625,0.015524,-8894.712891
56558.140625,0.016078,-9212.121094
56558.140625,0.016632,-9529.529297
56558.140625,0.016924,-9696.969727
56558.140625,0.017217,-9864.410156
56558.140625,0.017771,-10181.818359
56558.140625,0.018325,-10499.225586
56558.140625,0.018617,-10666.666992
56558.140625,0.018909,-10834.107422
56558.140625,0.019463,-11151.515625
56558.140625,0.020017,-11468.922852
56558.140625,0.020309,-11636.363281
56558.140625,0.020602,-11803.804688
56558.140625,0.021156,-12121.211914
56558.140625,0.021709,-12438.620117
56558.140625,0.022002,-12606.060547
56558.140625,0.022294,-12773.500977
56558.140625,0.022848,-13090.909180
56558.140625,0.023402,-13408.317383
56558.140625,0.023694,-13575.757812
56558.140625,0.023986,-13743.198242
56558.140625,0.024540,-14060.606445
56558.140625,0.025095,-14378.013672
56558.140625,0.025387,-14545.454102
56558.140625,0.025679,-14712.895508
56558.140625,0.026233,-15030.302734
56558.140625,0.026787,-15347.710938
56558.140625,0.027079,-15515.151367
56558.140625,0.027371,-15682.591797
56558.140625,0.027925,-16000.000000
56558.140625,0.028479,-16317.408203
56558.140625,0.028772,-16484.847656
56558.140625,0.029064,-16652.289062
56558.140625,0.029618,-16969.697266
56558.140625,0.030172,-17287.105469
56558.140625,0.030464,-17454.544922
56558.140625,0.030756,-17621.986328
56558.140625,0.031310,-17939.394531
56558.140625,0.031864,-18256.802734
56558.140625,0.032156,-18424.242188
56558.140625,0.032449,-18591.683594
56558.140625,0.033003,-18909.091797
56558.140625,0.033557,-19226.498047
56558.140625,0.033849,-19393.939453
56558.140625,0.034141,-19561.380859
56558.140625,0.034695,-19878.787109
56558.140625,0.035249,-20196.195312
56558.140625,0.035541,-20363.636719
56558.140625,0.035834,-20531.076172
56558.140625,0.036387,-20848.484375
56558.140625,0.036941,-21165.892578
56558.140625,0.037234,-21333.333984
56558.140625,0.037526,-21500.773438
56558.140625,0.038080,-21818.181641
56558.140625,0.038634,-22135.589844
56558.140625,0.038926,-22303.031250
56558.140625,0.039218,-22470.470703
56558.140625,0.039772,-22787.878906
56558.140625,0.040327,-23105.287109
56558.140625,0.040619,-23272.726562
56558.140625,0.040911,-23440.167969
56558.140625,0.041465,-23757.576172
56558.140625,0.042019,-24074.984375
56558.140625,0.042311,-24242.423828
56729.472656,0.000000,0.000000
56729.472656,0.000292,-167.440643
56729.472656,0.000846,-484.848480
56729.472656,0.001400,-802.256348
56729.472656,0.001692,-969.696960
56729.472656,0.001985,-1137.137573
56729.472656,0.002539,-1454.545410
56729.472656,0.003093,-1771.953247
56729.472656,0.003385,-1939.393921
56729.472656,0.003677,-2106.834473
56729.472656,0.004231,-2424.242432
56729.472656,0.004785,-2741.650146
56729.472656,0.005077,-2909.090820
56729.472656,0.005370,-3076.531494
56729.472656,0.005924,-3393.939453
56729.472656,0.006477,-3711.347168
56729.472656,0.006770,-3878.787842
56729.472656,0.007062,-4046.228516
56729.472656,0.007616,-4363.636230
56729.472656,0.008170,-4681.044434
56729.472656,0.008462,-4848.484863
56729.472656,0.008755,-5015.925293
56729.472656,0.009309,-5333.333496
56729.472656,0.009863,-5650.741211
56729.472656,0.010155,-5818.181641
56729.472656,0.010447,-5985.622559
56729.472656,0.011001,-6303.030273
56729.472656,0.011555,-6620.437988
56729.472656,0.011847,-6787.878906
56729.472656,0.012139,-6955.319336
56729.472656,0.012693,-7272.727051
56729.472656,0.013247,-7590.135254
56729.472656,0.013540,-7757.575684
56729.472656,0.013832,-7925.016602
56729.472656,0.014386,-8242.423828
56729.472656,0.014940,-8559.832031
56729.472656,0.015232,-8727.272461
56729.472656,0.015524,-8894.712891
56729.472656,0.016078,-9212.121094
56729.472656,0.016632,-9529.529297
56729.472656,0.016924,-9696.969727
56729.472656,0.017217,-9864.410156
56729.472656,0.017771,-10181.818359
56729.472656,0.018325,-10499.225586
56729.472656,0.018617,-10666.666992
56729.472656,0.018909,-10834.107422
56729.472656,0.019463,-11151.515625
